FID,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,cancer_cap
4839,Kenya,Nyandarua,Kirima Dispensary,Dispensary,MoH,-0.194,36.4848,Google Earth,No
4838,Kenya,Nyandarua,Kiambogo Dispensary,Dispensary,MoH,-0.3955,36.5413,GPS,No
4837,Kenya,Nyandarua,Kenton Dispensary,Dispensary,MoH,-0.8971,36.5568,Google Earth,No
4836,Kenya,Nyandarua,Kasuku Health Centre,Health Centre,MoH,-0.1327,36.3805,GPS,Yes
4835,Kenya,Nyandarua,Karangatha Health Centre,Health Centre,MoH,-0.7825,36.6343,Google Earth,Yes
4834,Kenya,Nyandarua,Kanjuiri Dispensary,Dispensary,MoH,-0.3599,36.2823,GPS,No
4811,Kenya,Nyamira,Tinga Health Centre,Health Centre,MoH,-0.61,34.901,GPS,Yes
4810,Kenya,Nyamira,Tindereti Dispensary,Dispensary,MoH,-0.7868,34.9821,GPS,No
4809,Kenya,Nyamira,St Joseph's Nyansiongo Health Centre,Health Centre,FBO,-0.7945,35.0148,Google Earth,Yes
4808,Kenya,Nyamira,Sirate Health Centre,Health Centre,MoH,-0.6535,34.916,Google Earth,Yes
4807,Kenya,Nyamira,Riongige Dispensary,Dispensary,MoH,-0.5975,34.9974,Google Earth,No
4806,Kenya,Nyamira,Rikenye Dispensary,Dispensary,MoH,-0.7432,34.9441,GPS,No
4805,Kenya,Nyamira,Rigoma Dispensary,Dispensary,MoH,-0.7228,34.9269,Google Earth,No
4804,Kenya,Nyamira,Rigoko Dispensary,Dispensary,MoH,-0.8053,34.9986,GPS,No
4803,Kenya,Nyamira,Rietago Dispensary,Dispensary,MoH,-0.8607,35.0165,GPS,No
4802,Kenya,Nyamira,Riechieri Health Centre,Health Centre,MoH,-0.5116,34.9995,Google Earth,Yes
4801,Kenya,Nyamira,Riakworo Dispensary,Dispensary,FBO,-0.6883,34.9994,GPS,No
4800,Kenya,Nyamira,Riakinaro Health Centre,Health Centre,MoH,-0.6066,34.9572,GPS,Yes
4799,Kenya,Nyamira,Rangenyo Health Centre,Health Centre,FBO,-0.5301,34.9056,GPS,Yes
4798,Kenya,Nyamira,Ramba Health Centre,Health Centre,MoH,-0.5973,34.9116,Google Earth,Yes
4797,Kenya,Nyamira,Orwaki Dispensary,Dispensary,MoH,-0.4823,34.9513,GPS,No
4796,Kenya,Nyamira,Ogango Health Centre,Health Centre,MoH,-0.6168,34.8743,Google Earth,Yes
4795,Kenya,Nyamira,Ogango Dispensary,Dispensary,MoH,-0.6129,34.8734,GPS,No
4794,Kenya,Nyamira,Nyasore Community Unit Dispensary,Dispensary,CBO,-0.573,34.7723,Google Earth,No
4793,Kenya,Nyamira,Nyanturago Health Centre,Health Centre,MoH,-0.8089,34.9474,Google Earth,Yes
4667,Kenya,Narok,Olepolos Dispensary,Dispensary,MoH,-0.4995,35.8093,Google Earth,No
4666,Kenya,Narok,Olenkasurai Dispensary,Dispensary,FBO,-0.9063,35.9678,Google Earth,No
4665,Kenya,Narok,Olendeem Dispensary,Dispensary,FBO,-0.8311,35.9676,GPS,No
4664,Kenya,Narok,Oldonyorok COG Dispensary,Dispensary,FBO,-1.3416,34.7912,Google Earth,No
4663,Kenya,Narok,Olderkesi Dispensary,Dispensary,MoH,-1.7116,35.5617,Google Earth,No
4662,Kenya,Narok,Oldanyati Health Centre,Health Centre,MoH,-1.0719,34.6833,GPS,Yes
4661,Kenya,Narok,Olchorro Health Centre,Health Centre,MoH,-0.8294,35.9979,GPS,Yes
4659,Kenya,Narok,Olasiti AIC Dispensary,Dispensary,FBO,-1.1067,36.2399,GPS,No
4658,Kenya,Narok,Nturumeti Dispensary,Dispensary,FBO,-1.165,36.0999,GPS,No
4657,Kenya,Narok,Ntulele Dispensary,Dispensary,MoH,-1.0962,36.0856,GPS,No
4648,Kenya,Narok,Nganayio Dispensary,Dispensary,MoH,-1.0522,34.9063,GPS,No
4647,Kenya,Narok,Ndamama Dispensary,Dispensary,MoH,-0.9171,35.0214,Google Earth,No
4646,Kenya,Narok,Naroosura Health Centre,Health Centre,MoH,-1.5405,35.8645,GPS,Yes
4645,Kenya,Narok,Narolong Dispensary,Dispensary,CBO,-1.0473,34.6393,Google Earth,No
4644,Kenya,Narok,Narok District Hospital,District Hospital,MoH,-1.0914,35.8707,GPS,Yes
4643,Kenya,Narok,Naisoya Dispensary,Dispensary,MoH,-0.9251,35.8637,GPS,No
4642,Kenya,Narok,Nairasirasa Dispensary,Dispensary,FBO,-1.0539,35.8193,GPS,No
4641,Kenya,Narok,Nairagie-Enkare Health Centre,Health Centre,MoH,-1.0453,36.164,Google Earth,Yes
4640,Kenya,Narok,Naikara Dispensary,Dispensary,FBO,-1.6041,35.6658,Google Earth,No
4639,Kenya,Narok,Mulot Health Centre,Health Centre,MoH,-0.9417,35.4222,Google Earth,Yes
4638,Kenya,Narok,Mulot Catholic Dispensary,Dispensary,FBO,-0.9399,35.433,Google Earth,No
4637,Kenya,Narok,Mosiro Dispensary,Dispensary,MoH,-1.3879,36.1163,GPS,No
4636,Kenya,Narok,Morijo Loita Dispensary,Dispensary,MoH,-1.7068,35.8054,Google Earth,No
4635,Kenya,Narok,Mogor Dispensary,Dispensary,MoH,-1.0333,35.0104,Google Earth,No
4634,Kenya,Narok,Mogoiywet Dispensary,Dispensary,MoH,-0.9316,35.0628,Google Earth,No
4631,Kenya,Narok,Mausa Dispensary,Dispensary,MoH,-1.9868,35.8948,GPS,No
4630,Kenya,Narok,Masurura Dispensary,Dispensary,MoH,-1.1926,34.6991,GPS,No
4629,Kenya,Narok,Mashangwa Dispensary,Dispensary,MoH,-1.295,34.7168,GPS,No
4628,Kenya,Narok,Marps Drop In Medical Centre,Clinic,NGO,-1.0912,35.8727,Google Earth,No
4627,Kenya,Narok,Mararianta Dispensary,Dispensary,FBO,-1.1939,35.2481,Google Earth,No
4626,Kenya,Narok,Maji Moto Dispensary,Dispensary,FBO,-1.3287,35.7167,Google Earth,No
4625,Kenya,Narok,Losho Dispensary,Dispensary,MoH,-1.6134,35.5099,GPS,No
4624,Kenya,Narok,Loosho Dispensary,Dispensary,MoH,-0.9265,34.9278,GPS,No
4623,Kenya,Narok,Lolgorian Sub District Hospital,Sub-District Hospital,MoH,-1.2341,34.7997,GPS,Yes
4622,Kenya,Narok,Leshuta Dispensary,Dispensary,MoH,-1.6899,35.7411,Google Earth,No
4621,Kenya,Narok,Kuresiet Dispensary,Dispensary,MoH,-0.982,35.0464,Google Earth,No
4620,Kenya,Narok,Kurangurik Dispensary,Dispensary,MoH,-0.9893,35.0736,Google Earth,No
4619,Kenya,Narok,Kondamet Dispensary,Dispensary,MoH,-1.3714,34.8171,GPS,No
4618,Kenya,Narok,Kojonga Dispensary,Dispensary,MoH,-0.9911,36.1362,GPS,No
4617,Kenya,Narok,Kishon Health Centre,Health Centre,NGO,-1.4606,35.3883,GPS,Yes
4616,Kenya,Narok,Kiribwet Dispensary,Dispensary,MoH,-1.0344,35.1807,GPS,No
4615,Kenya,Narok,Kimintet Dispensary,Dispensary,MoH,-1.119,35.0826,Google Earth,No
4614,Kenya,Narok,Kilgoris COG Dispensary,Dispensary,FBO,-1.0081,34.8762,Google Earth,No
4613,Kenya,Narok,Keyian SDA Dispensary,Dispensary,FBO,-0.9948,34.6866,Other,No
4612,Kenya,Narok,Keringani Dispensary,Dispensary,MoH,-1.3543,34.8622,Google Earth,No
4611,Kenya,Narok,Karda Dispensary,Dispensary,FBO,-1.0225,34.6212,GPS,No
4610,Kenya,Narok,Kapweria Dispensary,Dispensary,MoH,-0.9278,35.0912,GPS,No
4609,Kenya,Narok,Kapune Dispensary,Dispensary,MoH,-0.9226,34.9843,GPS,No
4607,Kenya,Narok,Kamaget Dispensary,Dispensary,MoH,-1.0799,35.08,GPS,No
4569,Kenya,Narok,Aitong CMF Health Centre,Health Centre,FBO,-1.1862,35.2475,Google Earth,Yes
4565,Kenya,Nandi,Tinderet Tea Dispensary,Dispensary,MoH,-0.038,35.3456,GPS,No
4564,Kenya,Nandi,Terige CDF Dispensary,Dispensary,CBO,0.2255,35.2768,GPS,No
4562,Kenya,Nandi,Taito Community Dispensary,Dispensary,MoH,0.1208,35.1834,GPS,No
4560,Kenya,Nandi,Tabolwa Dispensary,Dispensary,MoH,0.3849,34.9641,GPS,No
4559,Kenya,Nandi,St Boniface Dispensary,Dispensary,FBO,0.1833,34.9444,GPS,No
4558,Kenya,Nandi,Sochoi Dispensary,Dispensary,MoH,0.145,35.3089,GPS,No
4557,Kenya,Nandi,Sochoi AIC Dispensary,Dispensary,FBO,0.1444,35.265,GPS,No
4556,Kenya,Nandi,Soba River Health Centre,Health Centre,MoH,-0.0763,35.2486,GPS,Yes
4555,Kenya,Nandi,Siwo Dispensary,Dispensary,MoH,0.1788,35.2148,GPS,No
4554,Kenya,Nandi,Sirwa Dispensary,Dispensary,MoH,0.1775,34.935,GPS,No
4553,Kenya,Nandi,Sironoi SDA Dispensary,Dispensary,FBO,0.3156,35.0949,GPS,No
4552,Kenya,Nandi,Sironoi GOK Dispensary,Dispensary,MoH,0.3136,35.0874,GPS,No
4551,Kenya,Nandi,Sigot Dispensary,Dispensary,CBO,0.4293,35.1573,GPS,No
4550,Kenya,Nandi,Setek Dispensary,Dispensary,MoH,0.0662,35.2798,GPS,No
4549,Kenya,Nandi,Serem Health Centre,Health Centre,MoH,0.0713,34.8581,GPS,Yes
4548,Kenya,Nandi,Sang'alo Dispensary,Dispensary,MoH,0.3538,35.0264,GPS,No
4546,Kenya,Nandi,Ollessos Holy Family Dispensary,Dispensary,MoH,0.2054,35.2836,GPS,No
4543,Kenya,Nandi,Ndubeneti Dispensary,Dispensary,MoH,0.295,35.2375,GPS,No
4542,Kenya,Nandi,Ndalat PCEA Health Centre,Health Centre,FBO,0.5327,35.1089,Google Earth,Yes
4541,Kenya,Nandi,Ndalat Gaa Dispensary,Dispensary,CBO,0.5174,35.0979,GPS,No
4540,Kenya,Nandi,Nandi Hills District Hospital,District Hospital,MoH,0.1047,35.183,GPS,Yes
4539,Kenya,Nandi,Mother Franciscan Mission Health Centre,Health Centre,FBO,0.2015,35.0844,GPS,Yes
4324,Kenya,Nakuru,Mangu Dispensary,Dispensary,MoH,-0.2184,35.9531,GPS,No
4322,Kenya,Nakuru,Maiela Health Centre,Health Centre,MoH,-0.8859,36.1983,GPS,Yes
4321,Kenya,Nakuru,Mai Mahiu Health Centre,Health Centre,MoH,-0.9752,36.5833,GPS,Yes
4320,Kenya,Nakuru,Lower Solai Dispensary,Dispensary,MoH,0.0319,36.1698,GPS,No
4319,Kenya,Nakuru,Longonot Dispensary,Dispensary,MoH,-0.8803,36.4955,GPS,No
4318,Kenya,Nakuru,Likia Dispensary,Dispensary,MoH,-0.5328,35.965,GPS,No
4317,Kenya,Nakuru,Lengenet Dispensary,Dispensary,MoH,-0.1376,35.9049,GPS,No
4316,Kenya,Nakuru,Lelechwet Dispensary,Dispensary,MoH,-0.2212,35.8303,GPS,No
4315,Kenya,Nakuru,Lare Health Centre,Health Centre,MoH,-0.5273,35.9644,GPS,Yes
4314,Kenya,Nakuru,Langa Langa Health Centre,Health Centre,Local authority,-0.2996,36.0714,GPS,Yes
4313,Kenya,Nakuru,Lanet Health Centre,Health Centre,Local authority,-0.3172,36.1427,GPS,Yes
4312,Kenya,Nakuru,Lalwet Dispensary,Dispensary,MoH,-0.201,36.0155,GPS,No
4311,Kenya,Nakuru,Kuru Kings Delivarance Medical Centre,Clinic,FBO,-0.2977,36.0694,Google Earth,No
4310,Kenya,Nakuru,Kuresoi Health Centre,Health Centre,MoH,-0.4242,35.532,GPS,Yes
4309,Kenya,Nakuru,Korao Dispensary,Dispensary,MoH,-0.4728,35.5825,GPS,No
4308,Kenya,Nakuru,Kiwamu Dispensary,Dispensary,MoH,-0.2364,36.1671,Google Earth,No
4307,Kenya,Nakuru,Kiti Dispensary,Dispensary,MoH,-0.2686,36.103,Google Earth,No
4306,Kenya,Nakuru,Kiptororo Dispensary,Dispensary,MoH,-0.3772,35.5038,GPS,No
4305,Kenya,Nakuru,Kiptangwanyi Dispensary,Dispensary,MoH,-0.5568,36.117,Google Earth,No
4304,Kenya,Nakuru,Kiptagich Model Health Centre,Health Centre,MoH,-0.5739,35.6131,GPS,Yes
4303,Kenya,Nakuru,Kipsyenan Dispensary,Dispensary,MoH,-0.0828,35.9436,GPS,No
4302,Kenya,Nakuru,Kipkonyo Dispensary,Dispensary,MoH,-0.7401,36.2535,GPS,No
4301,Kenya,Nakuru,Kinungi Dispensary,Dispensary,MoH,-0.8001,36.5322,GPS,No
4300,Kenya,Nakuru,Kimugul Dispensary,Dispensary,MoH,-0.4968,35.9672,Google Earth,No
4299,Kenya,Nakuru,Kimeswon Health Centre,Health Centre,MoH,-0.4159,35.537,GPS,Yes
4298,Kenya,Nakuru,Kijani Dispensary,Dispensary,MoH,-0.7836,36.4453,Google Earth,No
4297,Kenya,Nakuru,Kihingo CDF Dispensary,Dispensary,CBO,-0.44,35.9748,Google Earth,No
4296,Kenya,Nakuru,Kianjoya Dispensary,Dispensary,MoH,-0.5416,36.0564,GPS,No
4295,Kenya,Nakuru,Kiambogo Dispensary,Dispensary,MoH,-0.5934,36.1312,GPS,No
4294,Kenya,Nakuru,Kiamberiria CDF Dispensary,Dispensary,CBO,-0.3049,35.6905,GPS,No
4293,Kenya,Nakuru,Kiagai PCEA Dispensary,Dispensary,FBO,-0.03,36.2047,Google Earth,No
4292,Kenya,Nakuru,Kewamoi Dispensary,Dispensary,MoH,-0.4254,35.6296,Google Earth,No
4291,Kenya,Nakuru,Keringet Health Centre,Health Centre,MoH,-0.4227,35.6881,GPS,Yes
4290,Kenya,Nakuru,Kasarani Dispensary,Dispensary,MoH,-0.6582,36.4138,Google Earth,No
4289,Kenya,Nakuru,Karunga Dispensary,Dispensary,MoH,-0.4079,36.3607,GPS,No
4288,Kenya,Nakuru,Karati Dispensary,Dispensary,MoH,-0.6885,36.4784,GPS,No
4287,Kenya,Nakuru,Karagita Dispensary,Dispensary,MoH,-0.7741,36.4313,GPS,No
4284,Kenya,Nakuru,Kaplamai Dispensary,Dispensary,MoH,-0.6406,35.635,GPS,No
4283,Kenya,Nakuru,Kapkures Dispensary,Dispensary,MoH,-0.3082,36.0381,GPS,No
4282,Kenya,Nakuru,Kapket Dispensary,Dispensary,CBO,-0.584,35.597,GPS,No
4281,Kenya,Nakuru,Kandutura Dispensary,Dispensary,MoH,-0.1033,35.8012,GPS,No
4280,Kenya,Nakuru,Kamara Dispensary,Dispensary,MoH,-0.0972,35.6759,GPS,No
4231,Kenya,Nakuru,All Nation Clinic,Clinic,FBO,-0.2667,36.1094,Google Earth,No
4230,Kenya,Nakuru,Algadir Medical Clinic,Clinic,FBO,-0.2991,36.0677,GPS,No
4229,Kenya,Nakuru,Ainamoi Dispensary,Dispensary,MoH,-0.5568,35.6022,GPS,No
4228,Kenya,Nakuru,AGC Baby Health Clinic,Clinic,FBO,-0.2596,35.9785,GPS,No
4227,Kenya,Nairobi,Zion AIC Clinic,Clinic,FBO,-1.2611,36.8721,Google Earth,No
4221,Kenya,Nairobi,Waithaka Health Centre,Health Centre,Local authority,-1.2789,36.7152,GPS,Yes
4220,Kenya,Nairobi,Vostrum Clinic,Clinic,NGO,-1.3078,36.7811,Google Earth,No
4219,Kenya,Nairobi,Vision Peoples Inter Health Centre,Health Centre,FBO,-1.2569,36.8656,GPS,Yes
4218,Kenya,Nairobi,Uthiru Muthua Dispensary,Dispensary,MoH,-1.2687,36.7183,GPS,No
4217,Kenya,Nairobi,Ushirika Medical Clinic,Clinic,CBO,-1.3078,36.7728,GPS,No
4216,Kenya,Nairobi,Upendo Dispensary,Dispensary,MoH,-1.2612,36.7496,GPS,No
4215,Kenya,Nairobi,Umoja Health Centre,Health Centre,Local authority,-1.2793,36.8873,GPS,Yes
4214,Kenya,Nairobi,Umma CBO Clinic,Clinic,NGO,-1.2713,36.8524,Google Earth,No
4213,Kenya,Nairobi,The Mater Embakasi Clinic,Clinic,FBO,-1.3241,36.8992,Google Earth,No
4212,Kenya,Nairobi,Tena PCEA Clinic,Clinic,FBO,-1.2923,36.8897,GPS,No
4211,Kenya,Nairobi,Tabitha Clinic,Clinic,NGO,-1.3161,36.7802,Google Earth,No
4210,Kenya,Nairobi,Swop Outreach Project Clinic,Clinic,NGO,-1.2974,36.8941,Google Earth,No
4209,Kenya,Nairobi,Swop Kawangware Clinic,Clinic,NGO,-1.2918,36.735,Google Earth,No
4208,Kenya,Nairobi,Swop Clinic,Clinic,NGO,-1.2809,36.8238,Google Earth,No
4207,Kenya,Nairobi,State House Dispensary,Dispensary,MoH,-1.2844,36.7992,GPS,No
4206,Kenya,Nairobi,State House Clinic,Clinic,Local authority,-1.2762,36.8034,GPS,No
4205,Kenya,Nairobi,St. Odilia's Dispensary,Dispensary,FBO,-1.3101,36.7794,GPS,No
4204,Kenya,Nairobi,St Vincent Catholic Clinic,Clinic,FBO,-1.267,36.8488,Google Earth,No
4203,Kenya,Nairobi,St Veronica EDARP Clinic,Clinic,FBO,-1.2839,36.8552,Google Earth,No
4202,Kenya,Nairobi,St Teresa's Parish Dispensary,Dispensary,FBO,-1.2692,36.8464,GPS,No
4201,Kenya,Nairobi,St Raphael's Clinic,Clinic,FBO,-1.2708,36.949,GPS,No
4200,Kenya,Nairobi,St Peter's ACK Medical Clinic,Clinic,FBO,-1.2583,36.7133,GPS,No
4199,Kenya,Nairobi,St Mary's Mission Hospital,Mission Hospital,FBO,-1.3223,36.7744,GPS,No
4198,Kenya,Nairobi,St Mac's Hospital,Hospital,CBO,-1.312,36.7979,Google Earth,No
4197,Kenya,Nairobi,St Joseph's Dispensary,Dispensary,FBO,-1.3027,36.7415,GPS,No
4196,Kenya,Nairobi,St Joseph's Dispensary,Dispensary,FBO,-1.3027,36.7415,GPS,No
4195,Kenya,Nairobi,St Joseph W Dispensary,Dispensary,FBO,-1.271,36.7391,GPS,No
4194,Kenya,Nairobi,St Joseph Mukasa Dispensary,Dispensary,FBO,-1.1784,36.9069,GPS,No
4193,Kenya,Nairobi,St Joseph EDARP Clinic,Clinic,FBO,-1.2905,36.8468,Google Earth,No
4192,Kenya,Nairobi,St John's Community Centre Clinic,Clinic,FBO,-1.2824,36.8455,Google Earth,No
4191,Kenya,Nairobi,St Francis Health Centre,Health Centre,FBO,-1.2233,36.9156,GPS,Yes
4190,Kenya,Nairobi,St Francis Community Hospital,Mission Hospital,FBO,-1.2253,36.9154,GPS,No
4189,Kenya,Nairobi,St Bridget's MCH Clinic,Clinic,FBO,-1.2787,36.8399,GPS,No
4188,Kenya,Nairobi,St Barkita Dispensary,Dispensary,FBO,-1.2837,36.9619,GPS,No
4187,Kenya,Nairobi,St Angela Merici Health Centre,Health Centre,FBO,-1.3092,36.8419,GPS,Yes
4186,Kenya,Nairobi,Springs of Life Lutheran Dispensary,Dispensary,FBO,-1.3109,36.7794,GPS,No
4185,Kenya,Nairobi,Special Provision Clinic,Clinic,NGO,-1.276,36.896,Google Earth,No
4184,Kenya,Nairobi,Soweto West Community Clinic,Clinic,MoH,-1.3163,36.776,GPS,No
4183,Kenya,Nairobi,Soweto Kayole PHC Health Centre,Health Centre,NGO,-1.2692,36.9181,GPS,Yes
4182,Kenya,Nairobi,Soweto EDARP Health Centre,Health Centre,FBO,-1.2795,36.9097,Google Earth,Yes
4181,Kenya,Nairobi,SOS Dispensary,Dispensary,NGO,-1.2745,36.8748,Google Earth,No
4180,Kenya,Nairobi,Silanga MSF Belgium Dispensary,Dispensary,NGO,-1.317,36.7961,GPS,No
4179,Kenya,Nairobi,Silanga Community Clinic,Clinic,MoH,-1.3177,36.7994,GPS,No
4178,Kenya,Nairobi,Shree Cutchhi Leva Samaj Clinic,Clinic,NGO,-1.3101,36.8242,Google Earth,No
4177,Kenya,Nairobi,Shauri Moyo Clinic,Clinic,Local authority,-1.2905,36.8484,Google Earth,No
4176,Kenya,Nairobi,SGRR Clinic,Clinic,FBO,-1.3143,36.8273,Google Earth,No
4175,Kenya,Nairobi,Sasa Centre-Ngara Clinic,Clinic,NGO,-1.2769,36.8282,Google Earth,No
4174,Kenya,Nairobi,Ruaraka Uhai Neema Hospital,Mission Hospital,FBO,-1.2274,36.8836,Google Earth,No
4173,Kenya,Nairobi,Ruaraka PSTC Health Centre,Health Centre,MoH,-1.2812,36.8261,Google Earth,Yes
4172,Kenya,Nairobi,Ruaraka Clinic,Clinic,MoH,-1.2321,36.8817,GPS,No
4171,Kenya,Nairobi,Ruai SDA Clinic,Clinic,FBO,-1.2682,36.9896,Google Earth,No
4170,Kenya,Nairobi,Ruai Health Centre,Health Centre,Local authority,-1.2632,36.9911,GPS,Yes
4169,Kenya,Nairobi,Ruai EDARP Clinic,Clinic,FBO,-1.2702,36.9906,GPS,No
4168,Kenya,Nairobi,Romieva Medical Centre,Clinic,NGO,-1.2884,36.9723,Google Earth,No
4167,Kenya,Nairobi,Romieva Medical Centre,Clinic,NGO,-1.3069,36.8971,Google Earth,No
4166,Kenya,Nairobi,Riruta Health Centre,Health Centre,Local authority,-1.2841,36.7405,GPS,Yes
4165,Kenya,Nairobi,Revival Home Based Care Clinic,Clinic,FBO,-1.3156,36.7754,GPS,No
3930,Kenya,Murang'a,Mitubiri Dispensary,Dispensary,MoH,-1.0272,37.1543,GPS,No
3929,Kenya,Murang'a,Mihuti Dispensary,Dispensary,FBO,-0.662,36.9576,Google Earth,No
3928,Kenya,Murang'a,Mihang'o Dispensary,Dispensary,MoH,-0.868,37.2148,GPS,No
3927,Kenya,Murang'a,Mbugiti Dispensary,Dispensary,MoH,-0.8359,36.8236,Other,No
3926,Kenya,Murang'a,Matharite Dispensary,Dispensary,MoH,-0.7076,36.9074,GPS,No
3925,Kenya,Murang'a,Mariira Community Dispensary,Dispensary,MoH,-0.7986,36.9317,GPS,No
3924,Kenya,Murang'a,Mariira Catholic Dispensary,Dispensary,FBO,-0.7968,36.9333,GPS,No
3923,Kenya,Murang'a,Mariaini Dispensary,Dispensary,MoH,-0.7456,36.8978,Google Earth,No
3922,Kenya,Murang'a,Maranjau Dispensary,Dispensary,MoH,-0.802,37.224,GPS,No
3921,Kenya,Murang'a,Maragua Ridge Health Centre,Health Centre,MoH,-0.7777,37.2088,GPS,Yes
3920,Kenya,Murang'a,Maragua District Hospital,District Hospital,MoH,-0.7869,37.1266,GPS,Yes
3919,Kenya,Murang'a,Maragi Dispensary,Dispensary,CBO,-0.7305,37.1422,GPS,No
3918,Kenya,Murang'a,Mananga Dispensary,Dispensary,FBO,-0.7183,37.161,GPS,No
3917,Kenya,Murang'a,Makuyu Health Centre,Health Centre,MoH,-0.8941,37.1866,GPS,Yes
3916,Kenya,Murang'a,Mairi Dispensary,Dispensary,MoH,-0.7709,36.8313,GPS,No
3915,Kenya,Murang'a,Leah Njoki Ndegwa Dispensary,Dispensary,MoH,-0.7114,37.0023,Other,No
3914,Kenya,Murang'a,Kiunyu Dispensary,Dispensary,MoH,-0.9573,37.0195,Google Earth,No
3913,Kenya,Murang'a,Kirwara Sub District Hospital,Sub-District Hospital,MoH,-0.9294,36.9431,GPS,Yes
3912,Kenya,Murang'a,Kiruri Dispensary,Dispensary,MoH,-0.6928,36.8573,GPS,No
3911,Kenya,Murang'a,Kirogo Health Centre,Health Centre,MoH,-0.7118,37.0295,GPS,Yes
3910,Kenya,Murang'a,Kiria-Ini Mission Hospital,Mission Hospital,FBO,-0.6025,36.953,GPS,No
3909,Kenya,Murang'a,Kiria-Ini Dispensary,Dispensary,MoH,-0.5994,36.9516,GPS,No
3908,Kenya,Murang'a,Kiria Health Centre,Health Centre,MoH,-0.7468,37.0372,Google Earth,Yes
3907,Kenya,Murang'a,Kinyona Dispensary,Dispensary,MoH,-0.7469,36.8232,GPS,No
3906,Kenya,Murang'a,Kinyangi Health Centre,Health Centre,MoH,-1.0039,37.2782,Google Earth,Yes
3905,Kenya,Murang'a,Kihuro ACK Dispensary,Dispensary,FBO,-0.608,36.9691,Google Earth,No
3904,Kenya,Murang'a,Kihumbuini PCEA Dispensary,Dispensary,FBO,-0.9288,36.9875,Other,No
3903,Kenya,Murang'a,Kihumbu-Ini Community Dispensary,Dispensary,MoH,-0.9292,36.9886,GPS,No
3902,Kenya,Murang'a,Kihoya Dispensary,Dispensary,MoH,-0.6508,36.9053,GPS,No
3901,Kenya,Murang'a,Kigumo Sub County Hospital,Sub-District Hospital,MoH,-0.8041,36.9614,GPS,Yes
3900,Kenya,Murang'a,Kigoro Dispensary,Dispensary,MoH,-0.8544,36.8866,Google Earth,No
3899,Kenya,Murang'a,Kigetuini Dispensary,Dispensary,MoH,-0.6739,37.1618,Google Earth,No
3898,Kenya,Murang'a,Kibutha Dispensary,Dispensary,MoH,-0.6949,36.917,GPS,No
3897,Kenya,Murang'a,Kiarutara Dispensary,Dispensary,MoH,-0.8596,36.8262,GPS,No
3896,Kenya,Murang'a,Kianjugu Dispensary,Dispensary,MoH,-0.9015,37.2538,GPS,No
3895,Kenya,Murang'a,Kiangunyi Dispensary,Dispensary,MoH,-0.6908,36.9854,GPS,No
3894,Kenya,Murang'a,Kiangochi Dispensary,Dispensary,MoH,-0.7507,37.1327,GPS,No
3893,Kenya,Murang'a,Kiambuthia Dispensary,Dispensary,CBO,-0.6184,36.9095,GPS,No
3892,Kenya,Murang'a,Kiamara Dispensary,Dispensary,MoH,-0.6971,37.0623,Google Earth,No
3891,Kenya,Murang'a,Kiairathe Dispensary,Dispensary,MoH,-0.6726,36.943,GPS,No
3890,Kenya,Murang'a,Katipanga Dispensary,Dispensary,MoH,-0.9481,37.1451,Google Earth,No
3889,Kenya,Murang'a,Kariua Dispensary,Dispensary,MoH,-0.8319,36.9755,GPS,No
3888,Kenya,Murang'a,Kariua ACC & S Dispensary,Dispensary,FBO,-0.834,36.976,GPS,No
3887,Kenya,Murang'a,Kariti Dispensary,Dispensary,MoH,-0.8663,37.0171,GPS,No
3663,Kenya,Migori,Matoso Health Clinic,Clinic,NGO,-0.9769,34.133,Google Earth,No
3662,Kenya,Migori,Matare Mission Dispensary,Dispensary,FBO,-1.3182,34.6749,GPS,No
3661,Kenya,Migori,Masaria Dispensary,Dispensary,MoH,-1.1101,34.3451,GPS,No
3660,Kenya,Migori,Masaba Health Centre,Health Centre,MoH,-1.1144,34.5318,GPS,Yes
3659,Kenya,Migori,Mariwa Health Centre,Health Centre,MoH,-0.9721,34.5744,GPS,Yes
3658,Kenya,Migori,Mama Maria Clinic,Clinic,FBO,-0.9908,34.118,Google Earth,No
3657,Kenya,Migori,Makararangwe Dispensary,Dispensary,MoH,-1.3288,34.6554,GPS,No
3656,Kenya,Migori,Macalder Sub-District Hospital,Sub-District Hospital,MoH,-0.9663,34.2883,GPS,Yes
3655,Kenya,Migori,Macalder Mission Dispensary,Dispensary,FBO,-0.9532,34.2854,GPS,No
3654,Kenya,Migori,Lwanda Dispensary,Dispensary,MoH,-0.8725,34.1967,GPS,No
3653,Kenya,Migori,Lwala Nyarago Dispensary,Dispensary,MoH,-0.9524,34.5128,GPS,No
3652,Kenya,Migori,Lwala Community Health Centre,Health Centre,CBO,-0.8919,34.217,GPS,Yes
3651,Kenya,Migori,Luciel Dispensary,Dispensary,FBO,-0.8326,34.1949,GPS,No
3650,Kenya,Migori,LMC Tekeleza Dice Clinic,Clinic,NGO,-0.845,34.1552,Google Earth,No
3649,Kenya,Migori,LMC Tekeleza Dice Clinic,Clinic,NGO,-1.2435,34.476,Google Earth,No
3648,Kenya,Migori,Lela Dispensary,Dispensary,MoH,-0.9473,34.4164,GPS,No
3647,Kenya,Migori,Kwoyo Kodalo Dispensary,Dispensary,MoH,-0.7673,34.5595,GPS,No
